Date,Open,High,Low,Close,Adj Close,Volume
5/8/2009,9315.360352,9318.080078,9206.450195,9280.969727,9280.969727,236610000
6/8/2009,9277.19043,9325.110352,9208.799805,9256.259766,9256.259766,244450000
7/8/2009,9258.450195,9437.709961,9258.450195,9370.070313,9370.070313,216600000
10/8/2009,9368.410156,9371.959961,9290.339844,9337.950195,9337.950195,161370000
11/8/2009,9334.330078,9334.330078,9216.879883,9241.450195,9241.450195,171380000
12/8/2009,9236.05957,9424.110352,9221.019531,9361.610352,9361.610352,197420000
13/8/2009,9362.290039,9406.5,9305.30957,9398.19043,9398.19043,145620000
14/8/2009,9398.040039,9401.969727,9232.830078,9321.400391,9321.400391,172780000
17/8/2009,9313.849609,9313.849609,9116.519531,9135.339844,9135.339844,207100000
18/8/2009,9134.360352,9233.509766,9134.360352,9217.94043,9217.94043,158530000
19/8/2009,9208.679688,9313.089844,9131.94043,9279.160156,9279.160156,176910000
20/8/2009,9278.549805,9363.950195,9267.969727,9350.049805,9350.049805,151740000
21/8/2009,9347.860352,9519.110352,9347.25,9505.959961,9505.959961,293530000
24/8/2009,9506.179688,9587.730469,9486.230469,9509.280273,9509.280273,190590000
25/8/2009,9509.209961,9620,9508.980469,9539.290039,9539.290039,173890000
26/8/2009,9538.610352,9582.969727,9485.780273,9543.519531,9543.519531,154660000
27/8/2009,9541.629883,9609.719727,9459.400391,9580.629883,9580.629883,163980000
28/8/2009,9582.740234,9630.200195,9495.980469,9544.200195,9544.200195,205770000
31/8/2009,9542.910156,9543.05957,9436.129883,9496.280273,9496.280273,201600000
1/9/2009,9492.320313,9557.950195,9292.080078,9310.599609,9310.599609,267680000
2/9/2009,9306.209961,9330.929688,9262.299805,9280.669922,9280.669922,175200000
3/9/2009,9282.030273,9350.269531,9252.929688,9344.610352,9344.610352,168750000
4/9/2009,9345.360352,9445.719727,9321.629883,9441.269531,9441.269531,152400000
8/9/2009,9440.129883,9511.019531,9439.980469,9497.339844,9497.339844,202370000
9/9/2009,9496.589844,9577.219727,9476.179688,9547.219727,9547.219727,190820000
10/9/2009,9546.540039,9633,9508.219727,9627.480469,9627.480469,234130000
11/9/2009,9625.44043,9649.849609,9571.55957,9605.410156,9605.410156,196760000
14/9/2009,9598.080078,9631.110352,9535.959961,9626.799805,9626.799805,196480000
15/9/2009,9626.419922,9713.709961,9580.929688,9683.410156,9683.410156,224030000
16/9/2009,9683.709961,9799.719727,9679.179688,9791.709961,9791.709961,241270000
17/9/2009,9789.820313,9854.580078,9749.459961,9783.919922,9783.919922,225470000
18/9/2009,9784.75,9847.709961,9784.679688,9820.200195,9820.200195,424930000
21/9/2009,9818.610352,9818.69043,9725.879883,9778.860352,9778.860352,172830000
22/9/2009,9779.610352,9843.400391,9771.910156,9829.870117,9829.870117,194620000
23/9/2009,9830.629883,9917.990234,9740.839844,9748.549805,9748.549805,233330000
24/9/2009,9749.990234,9805.389648,9666.030273,9707.44043,9707.44043,201890000
25/9/2009,9706.679688,9735.929688,9641.009766,9665.19043,9665.19043,189350000
28/9/2009,9663.230469,9823.669922,9663.230469,9789.360352,9789.360352,163780000
29/9/2009,9789.740234,9834.480469,9739.110352,9742.200195,9742.200195,154000000
30/9/2009,9741.830078,9776.820313,9608.589844,9712.280273,9712.280273,268390000
1/10/2009,9711.599609,9711.669922,9500.370117,9509.280273,9509.280273,266990000
2/10/2009,9507.620117,9524.780273,9430.080078,9487.669922,9487.669922,219750000
5/10/2009,9488.730469,9625.05957,9481.089844,9599.75,9599.75,173850000
6/10/2009,9601.259766,9774.320313,9601.259766,9731.25,9731.25,206020000
7/10/2009,9725.69043,9740.320313,9675.620117,9725.580078,9725.580078,167650000
8/10/2009,9728.219727,9836.669922,9728.070313,9786.870117,9786.870117,209580000
9/10/2009,9786.040039,9865.009766,9764.879883,9864.94043,9864.94043,161120000
12/10/2009,9865.240234,9931.820313,9849.370117,9885.799805,9885.799805,158850000
13/10/2009,9883.980469,9895.089844,9815.05957,9871.05957,9871.05957,211510000
14/10/2009,9873.549805,10027.73047,9873.480469,10015.86035,10015.86035,284810000
15/10/2009,10014.87988,10062.94043,9977.469727,10062.94043,10062.94043,252480000
16/10/2009,10061.36035,10061.66016,9939.910156,9995.910156,9995.910156,307770000
19/10/2009,9996.669922,10117.95996,9995.150391,10092.19043,10092.19043,186240000
20/10/2009,10092.41992,10098.38965,9992.80957,10041.48047,10041.48047,214500000
21/10/2009,10038.83984,10119.46973,9943.759766,9949.360352,9949.360352,251050000
22/10/2009,9946.179688,10105.19043,9916.780273,10081.30957,10081.30957,231900000
23/10/2009,10099.90039,10109.57031,9932.5,9972.179688,9972.179688,305670000
26/10/2009,9972.330078,10072.32031,9849.450195,9867.959961,9867.959961,270050000
27/10/2009,9868.339844,9947.540039,9837.959961,9882.169922,9882.169922,237060000
28/10/2009,9881.110352,9902.419922,9758.080078,9762.69043,9762.69043,257370000
29/10/2009,9762.910156,9969.910156,9759.129883,9962.580078,9962.580078,248950000
30/10/2009,9961.519531,9962.129883,9684.540039,9712.730469,9712.730469,327980000
2/11/2009,9712.129883,9858.589844,9678.950195,9789.44043,9789.44043,242460000
3/11/2009,9787.469727,9787.469727,9703.889648,9771.910156,9771.910156,231520000
4/11/2009,9767.299805,9928.040039,9767.139648,9802.139648,9802.139648,224130000
5/11/2009,9807.799805,10013.07031,9807.799805,10005.95996,10005.95996,211040000
6/11/2009,10001.34961,10044.5,9936.80957,10023.41992,10023.41992,181010000
9/11/2009,10020.62012,10228.23047,10020.62012,10226.94043,10226.94043,227470000
10/11/2009,10223.00977,10260.79981,10197.69043,10246.96973,10246.96973,193950000
11/11/2009,10247.41992,10341.96973,10246.13965,10291.25977,10291.25977,166920000
12/11/2009,10289.82031,10321.63965,10171.24023,10197.46973,10197.46973,183810000
13/11/2009,10197.84961,10305.69043,10192.03027,10270.46973,10270.46973,167280000
16/11/2009,10267.53027,10434.24023,10267.4502,10406.95996,10406.95996,202570000
17/11/2009,10404.76953,10438.16992,10361.99023,10437.41992,10437.41992,158320000
18/11/2009,10426.26953,10432.66016,10360.09961,10426.30957,10426.30957,166340000
19/11/2009,10425.33008,10425.33008,10256.11035,10332.44043,10332.44043,196250000
20/11/2009,10327.91016,10342.71973,10271.67969,10318.16016,10318.16016,230430000
23/11/2009,10320.12988,10495.61035,10320.04981,10450.9502,10450.9502,182350000
24/11/2009,10451.25,10453.96973,10359.58008,10433.70996,10433.70996,163750000
25/11/2009,10432.95996,10481.48047,10420.94043,10464.40039,10464.40039,130080000
27/11/2009,10452.23047,10452.23047,10231.25,10309.91992,10309.91992,130290000
30/11/2009,10309.76953,10364.33984,10263.29004,10344.83984,10344.83984,223580000
1/12/2009,10343.82031,10501.28027,10343.44043,10471.58008,10471.58008,190220000
2/12/2009,10470.44043,10513.51953,10421.46973,10452.67969,10452.67969,159500000
3/12/2009,10455.62988,10507.62988,10350.04981,10366.15039,10366.15039,243970000
4/12/2009,10368.57031,10516.7002,10311.80957,10388.90039,10388.90039,460660000
7/12/2009,10386.86035,10443.16016,10360.17969,10390.11035,10390.11035,196580000
8/12/2009,10385.41992,10385.65039,10249.83984,10285.96973,10285.96973,221770000
9/12/2009,10282.84961,10342.26953,10235.62988,10337.04981,10337.04981,188610000
10/12/2009,10336,10444.59961,10335.76953,10405.83008,10405.83008,195910000
11/12/2009,10403.41016,10484.04981,10400.08008,10471.5,10471.5,179970000
14/12/2009,10471.28027,10514.66016,10471.28027,10501.04981,10501.04981,154360000
15/12/2009,10499.30957,10499.30957,10426.69043,10452,10452,187560000
16/12/2009,10449.80957,10509.96973,10427.58984,10441.12012,10441.12012,208310000
17/12/2009,10439.99023,10440.05957,10307.95996,10308.25977,10308.25977,198860000
18/12/2009,10309.38965,10372.34961,10263.90039,10328.88965,10328.88965,480080000
21/12/2009,10330.09961,10458.04981,10329.79981,10414.13965,10414.13965,164470000
22/12/2009,10414.66992,10479.82031,10414.58984,10464.92969,10464.92969,135080000
23/12/2009,10464.32031,10492.05957,10437.79981,10466.44043,10466.44043,112460000
24/12/2009,10467.12012,10522.05957,10461.67969,10520.08984,10520.08984,52670000
28/12/2009,10517.91016,10551.61035,10506.33984,10547.08008,10547.08008,102010000
29/12/2009,10547.83008,10580.33008,10544.28027,10545.41016,10545.41016,92890000
30/12/2009,10544.36035,10550.7002,10505.66016,10548.50977,10548.50977,110160000
31/12/2009,10548.50977,10555.00977,10423.12988,10428.04981,10428.04981,137940000
4/1/2010,10430.69043,10604.96973,10430.69043,10583.95996,10583.95996,179780000
5/1/2010,10584.55957,10584.55957,10522.51953,10572.01953,10572.01953,188540000
6/1/2010,10564.71973,10594.99023,10546.54981,10573.67969,10573.67969,186040000
7/1/2010,10571.11035,10612.37012,10505.20996,10606.86035,10606.86035,217390000
8/1/2010,10606.40039,10619.40039,10554.33008,10618.19043,10618.19043,172710000
11/1/2010,10620.30957,10676.23047,10591.58984,10663.99023,10663.99023,182050000
12/1/2010,10662.86035,10663.08008,10568.83984,10627.25977,10627.25977,256050000
13/1/2010,10628.08984,10709.25977,10614.49023,10680.76953,10680.76953,202810000
14/1/2010,10680.16016,10723.76953,10666.86035,10710.54981,10710.54981,201320000
15/1/2010,10706.99023,10709.94043,10561.05957,10609.65039,10609.65039,362930000
19/1/2010,10608.37012,10729.88965,10591.96973,10725.42969,10725.42969,192150000
20/1/2010,10719.69043,10719.91992,10517.29981,10603.15039,10603.15039,203270000
21/1/2010,10603.91016,10614.94043,10374.69043,10389.87988,10389.87988,304290000
22/1/2010,10389.58008,10389.58008,10157.63965,10172.98047,10172.98047,323620000
25/1/2010,10175.09961,10256.87012,10171.76953,10196.86035,10196.86035,215330000
26/1/2010,10195.34961,10285.12988,10155.59961,10194.29004,10194.29004,217300000
27/1/2010,10194.29004,10255.05957,10104.36035,10236.16016,10236.16016,262170000
28/1/2010,10236.91992,10258.83008,10055.08008,10120.45996,10120.45996,240050000
29/1/2010,10122.04004,10239.33984,10043.75,10067.33008,10067.33008,316900000
1/2/2010,10068.99023,10190.88965,10068.91016,10185.53027,10185.53027,198430000
2/2/2010,10186.12988,10314.83984,10173.58984,10296.84961,10296.84961,237140000
3/2/2010,10291.73047,10307.2002,10231.92969,10270.54981,10270.54981,198940000
4/2/2010,10273.12012,10273.12012,9998.030273,10002.17969,10002.17969,304240000
5/2/2010,10003.69043,10031.95996,9835.089844,10012.23047,10012.23047,308320000
8/2/2010,10005.42969,10028.55957,9904.089844,9908.389648,9908.389648,216270000
9/2/2010,9910.280273,10139.42969,9910.05957,10058.63965,10058.63965,236210000
10/2/2010,10055.45996,10085.54004,9962.959961,10038.37988,10038.37988,178600000
11/2/2010,10037.84961,10161.57031,9976.709961,10144.19043,10144.19043,194470000
12/2/2010,10137.23047,10137.38965,9983.820313,10099.13965,10099.13965,296510000
16/2/2010,10100.80957,10279.54004,10100.80957,10268.80957,10268.80957,234900000
17/2/2010,10261.48047,10320.12988,10261.48047,10309.24023,10309.24023,193270000
18/2/2010,10309.38965,10406.58008,10294.50977,10392.90039,10392.90039,185310000
19/2/2010,10387.76953,10438.54981,10339.16992,10402.34961,10402.34961,241750000
22/2/2010,10402.42969,10433.63965,10368.9502,10383.37988,10383.37988,158440000
23/2/2010,10383.16016,10411.12012,10267.83008,10282.41016,10282.41016,190740000
24/2/2010,10284,10393.50977,10283.92969,10374.16016,10374.16016,181450000
25/2/2010,10366.59961,10366.67969,10185.83008,10321.03027,10321.03027,242550000
26/2/2010,10321.41016,10353.4502,10272.29004,10325.25977,10325.25977,282120000
1/3/2010,10326.09961,10413.99023,10326.09961,10403.79004,10403.79004,173750000
2/3/2010,10404.16016,10456.91992,10389.42969,10405.98047,10405.98047,217180000
3/3/2010,10406.28027,10469.54004,10376.58008,10396.75977,10396.75977,183290000
4/3/2010,10396.53027,10452.37988,10390.86035,10444.13965,10444.13965,165740000
5/3/2010,10445.12988,10571.94043,10445.04981,10566.2002,10566.2002,184270000
8/3/2010,10563.78027,10587.74023,10542.38965,10552.51953,10552.51953,171780000
9/3/2010,10552.24023,10612.59961,10533.92969,10564.37988,10564.37988,219860000
10/3/2010,10560.12988,10601.79004,10526.51953,10567.33008,10567.33008,186570000
11/3/2010,10560.98047,10611.83984,10507.16992,10611.83984,10611.83984,150000000
12/3/2010,10611.76953,10644.9502,10594.83984,10624.69043,10624.69043,166140000
15/3/2010,10623.41016,10644.19043,10570.50977,10642.15039,10642.15039,160570000
16/3/2010,10642.53027,10693.99023,10621.90039,10685.98047,10685.98047,227410000
17/3/2010,10686.36035,10767.98047,10686.36035,10733.66992,10733.66992,194190000
18/3/2010,10733.44043,10784,10728.15039,10779.16992,10779.16992,153280000
19/3/2010,10780,10819.90039,10694.21973,10741.98047,10741.98047,434190000
22/3/2010,10741,10809.84961,10695.12988,10785.88965,10785.88965,157200000
23/3/2010,10787.17969,10893.88965,10784.75977,10888.83008,10888.83008,189140000
24/3/2010,10887.62012,10887.83984,10825.41992,10836.15039,10836.15039,195570000
25/3/2010,10837.50977,10955.48047,10834.19043,10841.20996,10841.20996,200330000
26/3/2010,10841.29004,10909.37988,10816.42969,10850.36035,10850.36035,175490000
29/3/2010,10849.23047,10916.63965,10849.23047,10895.86035,10895.86035,136710000
30/3/2010,10895.01953,10940.21973,10866.83008,10907.41992,10907.41992,148810000
31/3/2010,10907.33984,10907.41992,10832.83008,10856.62988,10856.62988,197060000
1/4/2010,10857.30957,10956.38965,10857.30957,10927.07031,10927.07031,159520000
5/4/2010,10927.4502,10988.05957,10923.96973,10973.54981,10973.54981,139480000
6/4/2010,10972.49023,10987.37988,10927.51953,10969.99023,10969.99023,159960000
7/4/2010,10961.9502,10962.66016,10845.4502,10897.51953,10897.51953,187000000
8/4/2010,10896.99023,10949.36035,10844.08984,10927.07031,10927.07031,158930000
9/4/2010,10926.91992,11000.98047,10926.91992,10997.34961,10997.34961,150660000
12/4/2010,10996.75,11029.76953,10992.20996,11005.96973,11005.96973,153960000
13/4/2010,11006.71973,11038.91992,10947.76953,11019.41992,11019.41992,183950000
14/4/2010,11020.7002,11125.21973,11020.62988,11123.11035,11123.11035,223920000
15/4/2010,11122.95996,11154.54981,11096.2002,11144.57031,11144.57031,203720000
16/4/2010,11143.66016,11153.79004,10973.91992,11018.66016,11018.66016,373950000
19/4/2010,11018.36035,11095.29981,10977.84961,11092.04981,11092.04981,214850000
20/4/2010,11093.11035,11146.08008,11081.46973,11117.05957,11117.05957,175170000
21/4/2010,11116.91016,11153.71973,11071.33984,11124.91992,11124.91992,188880000
22/4/2010,11119.78027,11149.86035,11016.40039,11134.29004,11134.29004,214700000
23/4/2010,11132.17969,11205.63965,11105.65039,11204.28027,11204.28027,207380000
26/4/2010,11205.11035,11258.00977,11187.65039,11205.03027,11205.03027,191920000
27/4/2010,11203.66992,11218.86035,10973.16992,10991.99023,10991.99023,263400000
28/4/2010,10988.87012,11078.51953,10965.37988,11045.26953,11045.26953,236760000
29/4/2010,11045.63965,11197.32031,11041.63965,11167.32031,11167.32031,194310000
30/4/2010,11168.23047,11197.92969,10999.69043,11008.61035,11008.61035,255130000
3/5/2010,11009.59961,11177.66992,11009.59961,11151.83008,11151.83008,178080000
4/5/2010,11149.48047,11149.48047,10869.25,10926.76953,10926.76953,242100000
5/5/2010,10918.40039,10946.79004,10814.83984,10866.83008,10866.83008,218830000
6/5/2010,10868.12012,10879.75977,9869.620117,10520.32031,10520.32031,459890000
7/5/2010,10519.41992,10579.12012,10241.23047,10380.42969,10380.42969,428730000
10/5/2010,10386.17969,10835.16992,10386.03027,10785.13965,10785.13965,313350000
11/5/2010,10780,10874.54004,10685.37988,10748.25977,10748.25977,223950000
12/5/2010,10742.15039,10909.08008,10742.15039,10896.91016,10896.91016,196630000
